,t_exp,map,t_exp_cons
781,10910646513.2578,HPC1974,
782,11252012871.2971,HPC1975,
783,12834693604.4005,HPC1976,
784,14985282964.0611,HPC1977,
785,16337894765.0743,HPC1978,
786,19426248355.213,HPC1979,
787,21768917914.6244,HPC1980,
788,20655882592.9125,HPC1981,
789,20257289913.4194,HPC1982,
790,19658713333.2499,HPC1983,
791,21559126891.1831,HPC1984,
792,21043045458.5412,HPC1985,
793,21913939207.1021,HPC1986,
794,22741936192.653,HPC1987,
795,22083210860.3132,HPC1988,41939998999.6101
796,22994244969.3573,HPC1989,44754535897.992004
797,24525351283.2346,HPC1990,44479925231.1323
798,24382716339.4313,HPC1991,42837019088.204
799,24159730682.8831,HPC1992,41691475922.36
800,23251045991.8864,HPC1993,41600109079.7439
801,25649040962.0631,HPC1994,43770976019.6828
802,31079880966.2572,HPC1995,48976518986.7655
803,33763186594.4404,HPC1996,51937466869.628
804,34188178817.1729,HPC1997,53299795877.605995
805,35006452873.5609,HPC1998,56788794379.2173
806,33860747486.4864,HPC1999,62663757590.8889
807,37372576682.4855,HPC2000,64248878458.685
808,37038455850.4332,HPC2001,67307187749.3527
809,41060027379.6121,HPC2002,73604747204.0491
810,48458338890.6209,HPC2003,80847355077.5192
811,60386902765.5451,HPC2004,88066556531.2276
812,70424525768.3709,HPC2005,95110823376.8499
813,84301479512.7675,HPC2006,101773581550.065
814,100839040960.27199,HPC2007,112252145552.646
815,122704904537.334,HPC2008,120277789037.487
816,105577727899.41,HPC2009,120785516168.929
817,133392351780.72801,HPC2010,133392351780.72801
818,163153244211.43,HPC2011,148185842737.661
819,167198037262.653,HPC2012,158566722425.078
820,173064169054.214,HPC2013,162012966619.982
821,177067510473.865,HPC2014,173437643112.734
822,154641255149.132,HPC2015,177399169963.423
823,150191124023.109,HPC2016,185374224245.76602
824,173692718380.608,HPC2017,200573079802.67102
825,,HPC2018,
826,120992709779.547,HIC1960,
827,126974306550.05301,HIC1961,
828,135332437183.735,HIC1962,
829,146811351055.389,HIC1963,
830,165551960963.666,HIC1964,
831,181144799203.74,HIC1965,
832,200292832434.6,HIC1966,
833,213267200225.525,HIC1967,
834,237317907375.626,HIC1968,
835,270230093983.417,HIC1969,
836,315573951374.556,HIC1970,1535122476691.59
837,354659649072.454,HIC1971,1628845700760.38
838,420853328121.47,HIC1972,1754499786020.3
839,570504864548.6271,HIC1973,1951442733710.04
840,768146953699.51,HIC1974,2076682471691.12
841,824675914275.677,HIC1975,2017585783558.72
842,916142164513.173,HIC1976,2212497372913.84
843,1040614115980.61,HIC1977,2348267843814.59
844,1230729933919.87,HIC1978,2494166608438.71
845,1529113583567.25,HIC1979,2661472700403.88
846,1841391280390.26,HIC1980,2785175974288.45
847,1856620273471.24,HIC1981,2926112327985.35
848,1733611913135.98,HIC1982,2914517248384.23
849,1698620237469.16,HIC1983,2994322382205.75
850,1795016442245.0,HIC1984,3286950330414.36
851,1837331564361.33,HIC1985,3444182461326.27
852,2120448132319.52,HIC1986,3538341918172.94
853,2503070842057.8,HIC1987,3721356443422.37
854,2882983554849.36,HIC1988,4034847142353.46
855,3114413831413.37,HIC1989,4346067660359.13
856,3614945026104.4,HIC1990,4636508683525.25
857,3794535093172.98,HIC1991,4872912443578.04
858,4098670143373.56,HIC1992,5129039355344.46
859,4044867470246.29,HIC1993,5299066837087.08
860,4510733582305.56,HIC1994,5774671128101.63
861,5353380389721.0,HIC1995,6301619409154.44
862,5564888699854.19,HIC1996,6694904626715.68
863,5726917100471.81,HIC1997,7410650833989.94
864,5702567655460.03,HIC1998,7754344476947.56
865,5884875177753.71,HIC1999,8154105564084.17
866,6404377249942.76,HIC2000,9130583157188.13
867,6188505979172.9,HIC2001,9157584870720.12
868,6431390384761.5,HIC2002,9348944043159.72
869,7410354777314.68,HIC2003,9686126852347.95
870,8870329806398.38,HIC2004,10621034394357.3
871,9851878554378.42,HIC2005,11301448432237.7
872,11138546232627.0,HIC2006,12264095954606.9
873,12825325245075.7,HIC2007,13118291993523.9
874,14343220962088.4,HIC2008,13427695808865.4
875,11588689846940.7,HIC2009,11994990057059.0
876,13409531846703.8,HIC2010,13409531846703.8
877,15726539581616.9,HIC2011,14304033228142.9
878,15760790038204.8,HIC2012,14693230691172.4
879,16237844196169.6,HIC2013,15148004807943.3
880,16616469569284.4,HIC2014,15737210125438.2
881,14874382853938.7,HIC2015,16329136935930.8
882,14742463214021.9,HIC2016,16722580833911.9
883,15993498841952.6,HIC2017,17425485777203.9
884,,HIC2018,
885,35188623099.302,IBD1960,
886,35451494251.0622,IBD1961,
887,35155381800.0604,IBD1962,
888,40687629181.3342,IBD1963,
889,41020285129.2864,IBD1964,
890,44345530089.4734,IBD1965,
891,47196096563.0448,IBD1966,
892,48241935629.6287,IBD1967,
893,50906707086.3358,IBD1968,
894,55842646012.6098,IBD1969,
895,60716149302.2755,IBD1970,
896,67425398865.6542,IBD1971,
897,80285077579.9763,IBD1972,
898,121707809181.532,IBD1973,
899,200802305545.262,IBD1974,
900,194483220900.50198,IBD1975,
901,224434163209.828,IBD1976,
902,252712411256.985,IBD1977,
903,263106966465.01602,IBD1978,
904,358494675610.529,IBD1979,
905,443521787168.85205,IBD1980,
906,429140115329.709,IBD1981,
907,433906984525.35,IBD1982,
908,440543326588.058,IBD1983,
909,463138770931.224,IBD1984,
910,454058522162.081,IBD1985,
911,409135214344.427,IBD1986,
912,495122721910.37,IBD1987,
913,578295793016.519,IBD1988,
914,629139090765.2621,IBD1989,
915,666349312973.729,IBD1990,
916,672460491412.1321,IBD1991,
917,964581624971.023,IBD1992,
918,865147112368.412,IBD1993,
919,922284202270.2379,IBD1994,
920,1080051515025.7,IBD1995,2518989619896.33
921,1167489191205.33,IBD1996,2709466387690.12
922,1256009275043.85,IBD1997,2797157585056.72
923,1205559933760.71,IBD1998,2919107677392.51
924,1259781663428.53,IBD1999,2957683008508.16
925,1516996129669.5,IBD2000,3322218748351.88
926,1497354899404.44,IBD2001,3378814214951.21
927,1633928318683.33,IBD2002,3580311975899.34
928,1957010646585.88,IBD2003,3822033328596.79
929,2532099925099.44,IBD2004,4307864284401.62
930,3131068727688.74,IBD2005,4672928626050.34
931,3765480201699.43,IBD2006,5013699519355.95
932,4545154104337.46,IBD2007,5322446332091.74
933,5460984369876.64,IBD2008,5504979912896.24
934,4365638809549.46,IBD2009,5062069123547.98
935,5560915213298.03,IBD2010,5560915213298.03
936,6767316017168.54,IBD2011,5876537598446.63
937,7062596961626.45,IBD2012,6088990528328.3
938,7258097629085.99,IBD2013,6263819307129.8
939,7270044719851.42,IBD2014,6389947080983.35
940,6454226801927.66,IBD2015,6545184181530.28
941,6219773871824.32,IBD2016,6806025247713.87
942,7017459527140.62,IBD2017,7294161577337.8
943,,IBD2018,
944,40440335737.2252,IBT1960,
945,41204866434.3704,IBT1961,
946,41307505396.9611,IBT1962,
947,47281606408.0921,IBT1963,
948,48216356038.6714,IBT1964,
949,52218350185.4535,IBT1965,
950,55547703805.7432,IBT1966,
951,56650150144.2098,IBT1967,
952,59925782574.9607,IBT1968,
953,65771825332.3603,IBT1969,
954,71990409328.3676,IBT1970,
955,78389148544.0788,IBT1971,
956,93245852452.1268,IBT1972,
957,138072082599.89902,IBT1973,
958,227376574977.388,IBT1974,
959,220282962209.17603,IBT1975,
960,254211890471.904,IBT1976,
961,288865459199.215,IBT1977,
962,298568151168.72,IBT1978,
963,405289494843.49603,IBT1979,
964,506164482277.56104,IBT1980,
965,484011768804.445,IBT1981,
966,479556787447.387,IBT1982,
967,479787869259.116,IBT1983,
968,502892936797.557,IBT1984,
969,494988429767.72705,IBT1985,
970,450016617095.983,IBT1986,
971,543180514770.12,IBT1987,
972,625247675654.312,IBT1988,
973,685627994355.621,IBT1989,
974,726973698848.8821,IBT1990,
975,736707998356.374,IBT1991,
976,1031019940481.73,IBT1992,
977,925609231241.244,IBT1993,
978,985481793308.869,IBT1994,
979,1160693001487.99,IBT1995,2648887920646.85
980,1254489841229.69,IBT1996,2837433218355.18
981,1348628967043.14,IBT1997,2948035416649.91
982,1291377215028.37,IBT1998,3071741655375.71
983,1347828437270.65,IBT1999,3109831394423.65
984,1625647751078.22,IBT2000,3484958802510.69
985,1603240228367.28,IBT2001,3531316612860.03
986,1745841588147.46,IBT2002,3744546837726.89
987,2087720190604.86,IBT2003,4016727196220.2
988,2685613266986.93,IBT2004,4516099753166.32
989,3316073099423.76,IBT2005,4906210553624.02
990,4010000209317.75,IBT2006,5323142529094.23
991,4810609019355.51,IBT2007,5626427397338.38
992,5794815719885.73,IBT2008,5875416806199.9
993,4637546309619.62,IBT2009,5386023718432.28
994,5918506252040.63,IBT2010,5918506252040.63
995,7224093604890.73,IBT2011,6301949109666.41
996,7535986813636.05,IBT2012,6519679229565.89
997,7700647870649.2,IBT2013,6670174626201.99
998,7734899238093.57,IBT2014,6842632496403.77
999,6833847877137.01,IBT2015,7001640606604.2
1000,6576046019878.39,IBT2016,7292830284784.16
1001,7425694770666.63,IBT2017,7815522635807.64
1002,,IBT2018,
1003,,IDB1960,
1004,,IDB1961,
1005,,IDB1962,
1006,,IDB1963,
1007,,IDB1964,
1008,2548821266.61872,IDB1965,
1009,2690264080.22345,IDB1966,
1010,2526523182.9798603,IDB1967,
1011,2666695168.8626103,IDB1968,
1012,3103910109.15158,IDB1969,
1013,3671623382.6417,IDB1970,
1014,3636499794.3762603,IDB1971,
1015,4771418574.9209,IDB1972,
1016,6579784721.52691,IDB1973,
1017,13010292783.3654,IDB1974,
1018,11335138356.6978,IDB1975,
1019,13685364201.1005,IDB1976,
1020,17236741189.6731,IDB1977,
1021,15808228820.2809,IDB1978,
1022,22622160132.6903,IDB1979,
1023,34340226719.4474,IDB1980,
1024,29146827787.3195,IDB1981,56337374662.6464
1025,23939475700.8809,IDB1982,52192595696.5234
1026,19213344657.783,IDB1983,51959991667.8767
1027,19151373839.9368,IDB1984,56770570455.4547
1028,19403090836.2334,IDB1985,60203779948.6229
1029,17755961940.1918,IDB1986,59059763445.16599
1030,22905017401.9365,IDB1987,61121254553.5329
1031,23136151484.9439,IDB1988,63155435412.6105
1032,30320463180.4409,IDB1989,76877908069.5793
1033,31530326703.4781,IDB1990,75683202681.8248
1034,35117865789.845,IDB1991,81379887033.5125
1035,34634770090.071,IDB1992,69896990015.9657
1036,28263833156.037003,IDB1993,79159372426.7794
1037,28763272293.5113,IDB1994,81372024055.5698
1038,38508069879.8157,IDB1995,78276215091.5319
1039,41791081891.9239,IDB1996,75967712555.8313
1040,45256714705.1881,IDB1997,92401351107.1462
1041,37363031449.6371,IDB1998,92177924132.1301
1042,39026527775.4084,IDB1999,86752604629.9148
1043,53497520101.8771,IDB2000,94494166813.97699
1044,49436082521.3458,IDB2001,83894187881.1178
1045,51097293614.5638,IDB2002,88818793640.5
1046,62572293158.3672,IDB2003,107155285213.29901
1047,69144985550.2797,IDB2004,109332926704.851
1048,85625085851.8858,IDB2005,121122704877.83199
1049,127445283250.961,IDB2006,170386940255.374
1050,123293514152.724,IDB2007,155601779120.443
1051,164216260467.778,IDB2008,196404280788.912
1052,122300939141.65599,IDB2009,157063521242.46802
1053,175453204815.29,IDB2010,175453204815.29
1054,233676257645.862,IDB2011,208117288497.07
1055,247921402958.755,IDB2012,200619520691.816
1056,196390325513.617,IDB2013,177721520391.168
1057,207732120785.61,IDB2014,201997793281.12802
1058,140101036497.90802,IDB2015,201981479915.17398
1059,118814749570.628,IDB2016,216071732233.86603
1060,138963463056.606,IDB2017,230940761789.382
1061,,IDB2018,
1062,,IDX1960,
1063,,IDX1961,
1064,,IDX1962,
1065,,IDX1963,
1066,,IDX1964,
1067,,IDX1965,
1068,,IDX1966,
1069,,IDX1967,
1070,,IDX1968,
1071,,IDX1969,
1072,,IDX1970,
1073,,IDX1971,
1074,,IDX1972,
1075,,IDX1973,
1076,,IDX1974,
1077,,IDX1975,
1078,,IDX1976,
1079,,IDX1977,
1080,,IDX1978,
1081,,IDX1979,
1082,24643350685.1478,IDX1980,
1083,23303511258.1867,IDX1981,
1084,20904107822.3397,IDX1982,
1085,20740454150.8115,IDX1983,
1086,21662330214.5992,IDX1984,
1087,22384729495.4159,IDX1985,
1088,23838939711.2677,IDX1986,
1089,25678866384.2934,IDX1987,
1090,25578677736.5694,IDX1988,
1091,26656234136.2374,IDX1989,
1092,29933038060.4048,IDX1990,
1093,29995668991.4349,IDX1991,
1094,30917794166.5346,IDX1992,
1095,32020563604.1793,IDX1993,41448536968.0688
1096,34174962243.134,IDX1994,43381746385.0661
1097,42309336828.3087,IDX1995,49191992361.1254
1098,45366017376.1173,IDX1996,52227816796.4608
1099,47378617327.4214,IDX1997,53544905236.1521
1100,49049751860.3523,IDX1998,57134800855.3272
1101,49416629866.7537,IDX1999,66317722287.7814
1102,54916027059.8006,IDX2000,69174918053.7965
1103,56569289277.0339,IDX2001,74789548365.7981
1104,60902400935.8283,IDX2002,82442637451.3403
1105,67708464867.225,IDX2003,90966629034.4299
1106,83653900640.0631,IDX2004,107366594696.155
1107,97938933994.8291,IDX2005,121149754782.30199
1108,115919777651.55301,IDX2006,134857353620.291
1109,139775095527.156,IDX2007,153549232224.621
1110,167032368990.963,IDX2008,166931082041.35
1111,150742716493.056,IDX2009,167738273517.24402
1112,182177820925.858,IDX2010,182177820925.858
1113,224106933429.38602,IDX2011,209134538494.876
1114,225581698376.44,IDX2012,226876530681.525
1115,246325274468.275,IDX2013,235503897757.87302
1116,259146972603.81,IDX2014,250115200026.542
1117,241731232136.16898,IDX2015,255882896083.284
1118,240084146210.97897,IDX2016,269691225595.47302
1119,272812198224.18802,IDX2017,289534378080.174
1120,,IDX2018,
1121,5048599635.69905,IDA1960,
1122,5528148106.8426,IDA1961,
1123,5904417678.46713,IDA1962,
1124,6311051108.05818,IDA1963,
1125,6906914945.02787,IDA1964,
1126,7557492269.48818,IDA1965,
1127,8016886350.79173,IDA1966,
1128,8070534309.8116,IDA1967,
1129,8644809177.277142,IDA1968,
1130,9514262212.14477,IDA1969,
1131,10764517198.3352,IDA1970,
1132,10546011936.835,IDA1971,
1133,12472326269.886002,IDA1972,
1134,15939111031.5994,IDA1973,
1135,25913585919.0095,IDA1974,
1136,25153920230.1564,IDA1975,
1137,29031793693.3023,IDA1976,
1138,34964668334.8084,IDA1977,
1139,34519248654.2039,IDA1978,
1140,45702101315.5631,IDA1979,
1141,60695953473.6139,IDA1980,
1142,53626320747.012,IDA1981,98346511535.0338
1143,45582852002.1722,IDA1982,91400473018.9415
1144,40037977819.3591,IDA1983,93207455241.9238
1145,40770587382.3751,IDA1984,101727008872.82301
1146,41688589695.7109,IDA1985,106518526573.49901
1147,41078370941.3291,IDA1986,104941920703.82199
1148,48481928986.7526,IDA1987,107867115582.123
1149,48651817728.4474,IDA1988,110531200777.17401
1150,57581523813.424,IDA1989,128640689006.33301
1151,61870725512.4488,IDA1990,126808024683.404
1152,65800525343.565,IDA1991,132616787346.41301
1153,66136967359.0703,IDA1992,116983402946.986
1154,60295753297.7784,IDA1993,129171559886.946
1155,62867206396.1662,IDA1994,133366713247.655
1156,80775420648.4448,IDA1995,133922808280.841
1157,87128022506.6632,IDA1996,133191496386.297
1158,92656254287.0598,IDA1997,154844432128.224
1159,85683899802.4197,IDA1998,157142483987.371
1160,87818282683.394,IDA1999,156907973803.63098
1161,108520125959.987,IDA2000,168710728786.805
1162,105679477008.77301,IDA2001,159752215460.323
1163,111485570347.44199,IDA2002,171639166107.555
1164,130059881044.968,IDA2003,200501338970.485
1165,152029375530.607,IDA2004,215832579197.633
1166,182837731780.51102,IDA2005,240817453283.629
1167,243480845701.17,IDA2006,311484225692.59
1168,262181040926.16397,IDA2007,309303561625.907
1169,331879602097.013,IDA2008,367984006084.781
1170,271017426686.42398,IDA2009,324550637575.312
1171,357953100053.79205,IDA2010,357953100053.79205
1172,458942690563.125,IDA2011,418630332069.299
1173,475358252092.33295,IDA2012,425177523125.535
1174,440716929634.77704,IDA2013,406189978775.3
1175,464832813554.284,IDA2014,446685296472.1
1176,377165451644.747,IDA2015,451584950561.09705
1177,353186759184.216,IDA2016,479670687765.692
1178,405396887564.829,IDA2017,513767213964.914
1179,,IDA2018,
1180,,LTE1960,
1181,,LTE1961,
1182,,LTE1962,
1183,,LTE1963,
1184,,LTE1964,
1185,,LTE1965,
1186,,LTE1966,
1187,26987256025.4046,LTE1967,
1188,28585779686.7957,LTE1968,
1189,32392835519.1381,LTE1969,
1190,34603987887.0846,LTE1970,
1191,38431529382.4809,LTE1971,
1192,46301874526.6796,LTE1972,
1193,66633112161.3472,LTE1973,
1194,101084522913.039,LTE1974,
1195,100274898262.29,LTE1975,
1196,110238965008.435,LTE1976,
1197,126332848264.24199,LTE1977,
1198,138854274658.957,LTE1978,
1199,189169797427.482,LTE1979,
1200,237743678745.608,LTE1980,
1201,237525365138.71698,LTE1981,
1202,234164396888.067,LTE1982,
1203,238808659803.874,LTE1983,
1204,267100870772.77103,LTE1984,
1205,267412801378.678,LTE1985,
1206,267678311338.251,LTE1986,
1207,327640362673.095,LTE1987,
1208,392847536392.48206,LTE1988,
1209,427570122065.25104,LTE1989,
1210,440236620060.993,LTE1990,
1211,447969166420.079,LTE1991,
1212,743754412992.458,LTE1992,
1213,622809493703.4879,LTE1993,
1214,652204936525.98,LTE1994,
1215,772092806043.9291,LTE1995,
1216,813951582294.188,LTE1996,
1217,875095714501.486,LTE1997,
1218,859296663641.563,LTE1998,
1219,908195099126.648,LTE1999,
1220,1085141037819.6,LTE2000,
1221,1117017143050.99,LTE2001,
1222,1233218961308.2,LTE2002,
1223,1521008950239.46,LTE2003,
1224,1957504047787.35,LTE2004,
1225,2409795977009.29,LTE2005,
1226,2946936853886.48,LTE2006,
1227,3577469252597.4,LTE2007,
1228,4325088305699.09,LTE2008,
1229,3477195361345.46,LTE2009,
1230,4308508220313.87,LTE2010,4308508220313.87
1231,5368927970182.91,LTE2011,
1232,5651070839841.96,LTE2012,
1233,5928346761269.89,LTE2013,
1234,6041145378122.15,LTE2014,
1235,5470725775697.42,LTE2015,
1236,5233780750280.23,LTE2016,
1237,5859541707041.5,LTE2017,
1238,,LTE2018,
1239,11351982345.3425,LCN1960,93257237457.6911
1240,12001536022.1365,LCN1961,96575120637.0343
1241,12578608194.1727,LCN1962,105399802037.07599
1242,15316154068.4807,LCN1963,112270388410.486
1243,14333096249.7773,LCN1964,112251961298.301
1244,15846501012.4169,LCN1965,127497104387.825
1245,16961424839.0832,LCN1966,138976286016.936
1246,17096001374.5453,LCN1967,140991458511.769
1247,18046581043.2954,LCN1968,150153043204.15698
1248,20383602421.2893,LCN1969,165128297601.543
1249,22182134164.0702,LCN1970,170130141472.936
1250,23953137370.0653,LCN1971,174118589934.45
1251,28036258086.3841,LCN1972,195452869639.244
1252,38866751668.9053,LCN1973,214048648518.452
1253,56312983370.9069,LCN1974,326761572614.86
1254,52599724032.7478,LCN1975,287619633828.01697
1255,60352003747.06,LCN1976,295609123614.14197
1256,69796645323.4166,LCN1977,296827523933.595
1257,75599019022.4569,LCN1978,307508461858.467
1258,96422712327.5866,LCN1979,337258319456.572
1259,119528432763.46199,LCN1980,326354438149.18896
1260,129845596071.967,LCN1981,329931165937.998
1261,124924247367.47801,LCN1982,327485537140.64197
1262,127835926639.10901,LCN1983,338287656737.597
1263,134907293452.675,LCN1984,372861940226.808
