,gdp_cons,map
5403,,GUM1994
5404,,GUM1995
5405,,GUM1996
5406,,GUM1997
5407,,GUM1998
5408,,GUM1999
5409,,GUM2000
5410,,GUM2001
5411,4357462610.12088,GUM2002
5412,4397577340.70887,GUM2003
5413,4680386191.35423,GUM2004
5414,4845859455.02971,GUM2005
5415,4660328826.060229,GUM2006
5416,4698437820.11883,GUM2007
5417,4779670149.559521,GUM2008
5418,4794713173.530021,GUM2009
5419,4895000000.0,GUM2010
5420,4901017209.5882,GUM2011
5421,5000301167.79348,GUM2012
5422,5091562179.88117,GUM2013
5423,5179814587.17476,GUM2014
5424,5208897766.85106,GUM2015
5425,5221935054.29215,GUM2016
5426,5231963736.93915,GUM2017
5427,,GUM2018
5428,971260588.7868539,GUY1960
5429,1016808090.2043699,GUY1961
5430,1028043065.2397801,GUY1962
5431,901813180.7672279,GUY1963
5432,1004261704.6381699,GUY1964
5433,1110121119.3385801,GUY1965
5434,1168216798.07421,GUY1966
5435,1218609252.89488,GUY1967
5436,1231097896.278,GUY1968
5437,1317205643.27339,GUY1969
5438,1373258761.61442,GUY1970
5439,1416006258.5799,GUY1971
5440,1369027830.4890802,GUY1972
5441,1386068384.8432,GUY1973
5442,1492835014.1238,GUY1974
5443,1619472529.51869,GUY1975
5444,1644362417.8643599,GUY1976
5445,1600972961.20758,GUY1977
5446,1572056367.33365,GUY1978
5447,1543198187.3825,GUY1979
5448,1569955542.21743,GUY1980
5449,1593444681.9968,GUY1981
5450,1383267185.44383,GUY1982
5451,1289310329.26221,GUY1983
5452,1224474292.5516,GUY1984
5453,1253857603.67944,GUY1985
5454,1242565334.0644,GUY1986
5455,1253740924.36596,GUY1987
5456,1207433588.32727,GUY1988
5457,1148068103.56785,GUY1989
5458,1112851290.57497,GUY1990
5459,1180266332.58991,GUY1991
5460,1271830046.3714,GUY1992
5461,1375803494.25514,GUY1993
5462,1493192870.8980598,GUY1994
5463,1568322071.9495401,GUY1995
5464,1693090209.4100301,GUY1996
5465,1797734453.73173,GUY1997
5466,1767548614.0235398,GUY1998
5467,1819870736.1843898,GUY1999
5468,1795051267.97988,GUY2000
5469,1835969850.69542,GUY2001
5470,1856764540.2721698,GUY2002
5471,1845025602.6078699,GUY2003
5472,1873869849.4401398,GUY2004
5473,1837311443.5713398,GUY2005
5474,1931558343.1046603,GUY2006
5475,2067146794.49782,GUY2007
5476,2108006990.70391,GUY2008
5477,2182886735.2227,GUY2009
5478,2273224261.15644,GUY2010
5479,2391347770.89989,GUY2011
5480,2517522600.23773,GUY2012
5481,2643412954.02705,GUY2013
5482,2745103039.06018,GUY2014
5483,2831914391.33426,GUY2015
5484,2925824400.90067,GUY2016
5485,3011395060.04138,GUY2017
5486,,GUY2018
5487,9139252984178.81,HIC1960
5488,9573666490406.57,HIC1961
5489,10127669716466.6,HIC1962
5490,10648921717411.4,HIC1963
5491,11343941926288.2,HIC1964
5492,11982964261633.2,HIC1965
5493,12700672255454.3,HIC1966
5494,13276004903585.3,HIC1967
5495,14084443498760.0,HIC1968
5496,14908303085644.5,HIC1969
5497,15363724943094.6,HIC1970
5498,15972826145297.9,HIC1971
5499,16867574606561.4,HIC1972
5500,17940466082733.9,HIC1973
5501,18168490816532.2,HIC1974
5502,18179970670378.7,HIC1975
5503,19085464108256.5,HIC1976
5504,19834788201805.8,HIC1977
5505,20648732321069.7,HIC1978
5506,21521871201791.5,HIC1979
5507,21831773197988.2,HIC1980
5508,22252005914371.1,HIC1981
5509,22227935274525.2,HIC1982
5510,22836629763626.6,HIC1983
5511,23871148614338.3,HIC1984
5512,24712451315785.2,HIC1985
5513,25521842648302.9,HIC1986
5514,26407847255575.2,HIC1987
5515,27670447938762.1,HIC1988
5516,28723408110349.5,HIC1989
5517,29615699736474.5,HIC1990
5518,30083279783842.0,HIC1991
5519,30724551722403.2,HIC1992
5520,31112435107249.8,HIC1993
5521,32114094135160.3,HIC1994
5522,33024169703668.9,HIC1995
5523,34012752939175.9,HIC1996
5524,35174304843207.3,HIC1997
5525,36130308421159.7,HIC1998
5526,37294223059744.6,HIC1999
5527,38787191215804.9,HIC2000
5528,39339682929510.8,HIC2001
5529,39914850885706.8,HIC2002
5530,40775742761557.0,HIC2003
5531,42131182414085.4,HIC2004
5532,43307553495860.9,HIC2005
5533,44622022885232.7,HIC2006
5534,45806722713763.5,HIC2007
5535,45967748818769.5,HIC2008
5536,44393073215120.6,HIC2009
5537,45770113654429.1,HIC2010
5538,46633783087292.8,HIC2011
5539,47223736046167.0,HIC2012
5540,47908410912402.3,HIC2013
5541,48863458250765.2,HIC2014
5542,50015232233281.3,HIC2015
5543,50875857199167.7,HIC2016
5544,52004267247344.8,HIC2017
5545,,HIC2018
5546,,HKG1960
5547,10710190830.3625,HKG1961
5548,12240744811.365,HKG1962
5549,14170366289.1856,HKG1963
5550,15392944267.209,HKG1964
5551,17646808086.1942,HKG1965
5552,17963567911.7935,HKG1966
5553,18251590539.9317,HKG1967
5554,18871663351.5636,HKG1968
5555,21012421899.0321,HKG1969
5556,22947031720.5629,HKG1970
5557,24620512593.0889,HKG1971
5558,27233211832.4466,HKG1972
5559,30577354078.8796,HKG1973
5560,31315845832.5021,HKG1974
5561,31469942276.2462,HKG1975
5562,36556751553.621,HKG1976
5563,40843256992.2683,HKG1977
5564,44217220858.7082,HKG1978
5565,49327236778.561,HKG1979
5566,54313303201.4401,HKG1980
5567,59343180295.1656,HKG1981
5568,61093655168.4363,HKG1982
5569,64745231206.5757,HKG1983
5570,71202750581.7166,HKG1984
5571,71741817029.1846,HKG1985
5572,79673717297.4608,HKG1986
5573,90348772837.3426,HKG1987
5574,98038955320.18199,HKG1988
5575,100271347572.762,HKG1989
5576,104112263787.381,HKG1990
5577,110048718129.313,HKG1991
5578,116910184902.72699,HKG1992
5579,124159983389.75801,HKG1993
5580,131654427603.098,HKG1994
5581,134779624937.554,HKG1995
5582,140519365029.695,HKG1996
5583,147685446096.197,HKG1997
5584,138997594871.31302,HKG1998
5585,142481844510.651,HKG1999
5586,153400895123.315,HKG2000
5587,154261275971.074,HKG2001
5588,156816826142.27402,HKG2002
5589,161609648467.509,HKG2003
5590,175669728983.797,HKG2004
5591,188648640222.02,HKG2005
5592,201915790972.89102,HKG2006
5593,214969310482.25897,HKG2007
5594,219543730106.79,HKG2008
5595,214145040905.272,HKG2009
5596,228637697575.04,HKG2010
5597,239645887720.96103,HKG2011
5598,243720605436.433,HKG2012
5599,251279572791.243,HKG2013
5600,258220961506.275,HKG2014
5601,264386879658.87698,HKG2015
5602,270105365069.12302,HKG2016
5603,280346000937.197,HKG2017
5604,,HKG2018
5605,2234326591.95723,HND1960
5606,2275788081.61845,HND1961
5607,2406983760.73283,HND1962
5608,2493164290.84688,HND1963
5609,2628210163.98886,HND1964
5610,2865725629.35676,HND1965
5611,3019725204.5892897,HND1966
5612,3200230572.89257,HND1967
5613,3411387650.34168,HND1968
5614,3433747210.2091303,HND1969
5615,3558279639.3191104,HND1970
5616,3700433039.25466,HND1971
5617,3913663272.94645,HND1972
5618,4221662800.0012603,HND1973
5619,4169835905.7164,HND1974
5620,4258681838.8988705,HND1975
5621,4705872947.05538,HND1976
5622,5194525574.60387,HND1977
5623,5504441972.8075,HND1978
5624,5813237132.25312,HND1979
5625,5848079004.55093,HND1980
5626,5776613430.91523,HND1981
5627,5656768290.97595,HND1982
5628,5708001295.48228,HND1983
5629,6069163419.43579,HND1984
5630,6410628806.76286,HND1985
5631,6752364967.2541,HND1986
5632,7200610990.85692,HND1987
5633,7326336093.029221,HND1988
5634,7526187473.774759,HND1989
5635,7736299733.46772,HND1990
5636,7479508089.00714,HND1991
5637,7933790064.727079,HND1992
5638,8449146710.571891,HND1993
5639,8467050740.75197,HND1994
5640,8991102303.29755,HND1995
5641,9159305714.52067,HND1996
5642,9580458197.8253,HND1997
5643,9924418971.0941,HND1998
5644,9851409878.53074,HND1999
5645,10569704556.9194,HND2000
5646,10857538040.411999,HND2001
5647,11265166701.8573,HND2002
5648,11777398118.373001,HND2003
5649,12511401249.9967,HND2004
5650,13268415996.7103,HND2005
5651,14139785190.6771,HND2006
5652,15014801358.9561,HND2007
5653,15650167709.792,HND2008
5654,15269613868.5127,HND2009
5655,15839344591.9842,HND2010
5656,16446892853.4328,HND2011
5657,17125933703.7093,HND2012
5658,17604014377.0727,HND2013
5659,18142359318.8949,HND2014
5660,18839040425.3557,HND2015
5661,19545909275.2757,HND2016
5662,20481239263.2949,HND2017
5663,,HND2018
5664,101382502177.105,HPC1960
5665,101426654247.6,HPC1961
5666,108579966453.13301,HPC1962
5667,111857727313.703,HPC1963
5668,115479907299.95099,HPC1964
5669,120162041402.33699,HPC1965
5670,123155685383.81,HPC1966
5671,125448105157.989,HPC1967
5672,130845821334.856,HPC1968
5673,136773352386.66801,HPC1969
5674,142955888562.608,HPC1970
5675,149013562014.401,HPC1971
5676,151575717858.844,HPC1972
5677,156207923122.898,HPC1973
5678,165119490509.296,HPC1974
5679,168812790271.422,HPC1975
5680,175788921775.00598,HPC1976
5681,182398677812.559,HPC1977
5682,186584908585.41602,HPC1978
5683,187279420564.69897,HPC1979
5684,187408625776.654,HPC1980
5685,194213277729.32898,HPC1981
5686,196416293982.018,HPC1982
5687,197770979819.18,HPC1983
5688,200412451649.16,HPC1984
5689,203810977083.67,HPC1985
5690,210234948882.58603,HPC1986
5691,217090606597.795,HPC1987
5692,219377254191.964,HPC1988
5693,224108431391.637,HPC1989
5694,222931141431.83398,HPC1990
5695,224525475495.71,HPC1991
5696,223058024980.625,HPC1992
5697,224359029226.83603,HPC1993
5698,224496377706.10602,HPC1994
5699,235647077306.344,HPC1995
5700,248118834847.75302,HPC1996
5701,258620004533.649,HPC1997
5702,267766133173.862,HPC1998
5703,275927770891.465,HPC1999
5704,283479201435.161,HPC2000
5705,295631912921.481,HPC2001
5706,306038332894.935,HPC2002
5707,319815229188.12897,HPC2003
5708,337550876313.06,HPC2004
5709,358072570849.883,HPC2005
5710,380145122101.136,HPC2006
5711,405032444427.877,HPC2007
5712,429556542733.38104,HPC2008
5713,447762423977.096,HPC2009
5714,473986253001.574,HPC2010
5715,495405976801.949,HPC2011
5716,523702305561.68,HPC2012
5717,554006326505.807,HPC2013
5718,584873688065.673,HPC2014
5719,613657772245.732,HPC2015
5720,641107031113.28,HPC2016
5721,674396755712.593,HPC2017
5722,,HPC2018
5723,,HRV1960
5724,,HRV1961
5725,,HRV1962
5726,,HRV1963
5727,,HRV1964
5728,,HRV1965
5729,,HRV1966
5730,,HRV1967
5731,,HRV1968
5732,,HRV1969
5733,,HRV1970
5734,,HRV1971
5735,,HRV1972
5736,,HRV1973
5737,,HRV1974
5738,,HRV1975
5739,,HRV1976
5740,,HRV1977
5741,,HRV1978
5742,,HRV1979
5743,,HRV1980
5744,,HRV1981
5745,,HRV1982
5746,,HRV1983
5747,,HRV1984
5748,,HRV1985
5749,,HRV1986
5750,,HRV1987
5751,,HRV1988
5752,,HRV1989
5753,,HRV1990
5754,,HRV1991
5755,,HRV1992
5756,,HRV1993
5757,,HRV1994
5758,39547126735.2916,HRV1995
5759,41870005619.5009,HRV1996
5760,44652466019.092,HRV1997
5761,45483841753.0949,HRV1998
5762,45058340420.512,HRV1999
5763,46758213878.7265,HRV2000
5764,48372497795.3014,HRV2001
5765,50913680942.5031,HRV2002
5766,53755268599.0971,HRV2003
5767,55859549093.45,HRV2004
5768,58155133554.7504,HRV2005
5769,60986019309.3113,HRV2006
5770,64208308635.948,HRV2007
5771,65515885554.0585,HRV2008
5772,60738840025.7187,HRV2009
5773,59844207748.9473,HRV2010
5774,59640623500.9058,HRV2011
5775,58268505767.632,HRV2012
5776,57981971089.4384,HRV2013
5777,57931229123.7756,HRV2014
5778,59321921508.0542,HRV2015
5779,61419621503.7389,HRV2016
5780,63213911836.3636,HRV2017
5781,,HRV2018
5782,3936572595.63398,HTI1960
5783,3821153063.02226,HTI1961
5784,4122549410.89862,HTI1962
5785,4044518102.73825,HTI1963
5786,3977890435.71015,HTI1964
5787,4063884386.05764,HTI1965
5788,4040485076.17594,HTI1966
5789,3954920281.21905,HTI1967
5790,4080750709.9631,HTI1968
5791,4236306612.69011,HTI1969
5792,4263891480.2669296,HTI1970
5793,4540207872.26996,HTI1971
5794,4584570595.75668,HTI1972
5795,4802581694.0343,HTI1973
5796,5080165592.42266,HTI1974
5797,5137203379.76276,HTI1975
5798,5570723518.713321,HTI1976
5799,5777294104.35689,HTI1977
5800,6135998411.406711,HTI1978
5801,6599905748.43933,HTI1979
5802,7086628200.407941,HTI1980
5803,6884467269.478971,HTI1981
5804,6639122396.001571,HTI1982
5805,6699417674.75196,HTI1983
5806,6719577363.81073,HTI1984
5807,6760138835.64784,HTI1985
5808,6726506821.219339,HTI1986
5809,6673121987.28182,HTI1987
5810,6686496714.65987,HTI1988
5811,6491690688.06085,HTI1989
5812,6559082409.266029,HTI1990
5813,6682428867.1844,HTI1991
5814,6327596385.8873,HTI1992
5815,5984242311.158179,HTI1993
5816,5269087675.85759,HTI1994
5817,5790606582.96795,HTI1995
5818,6030382461.28841,HTI1996
5819,6193487025.37909,HTI1997
5820,6328619062.006411,HTI1998
5821,6500140292.47834,HTI1999
5822,6556695399.76108,HTI2000
5823,6488218919.229079,HTI2001
5824,6471903362.414989,HTI2002
5825,6495448169.40391,HTI2003
5826,6266620794.5169,HTI2004
5827,6379734003.44929,HTI2005
5828,6523228358.69808,HTI2006
5829,6741318083.48971,HTI2007
5830,6798211055.17446,HTI2008
5831,7007816740.328879,HTI2009
5832,6622541528.56888,HTI2010
5833,6988353355.2788,HTI2011
5834,7189974061.95112,HTI2012
5835,7494401366.58013,HTI2013
5836,7705005174.044829,HTI2014
5837,7798329610.054029,HTI2015
5838,7911616492.26843,HTI2016
5839,8004441867.12252,HTI2017
5840,,HTI2018
5841,,HUN1960
5842,,HUN1961
5843,,HUN1962
5844,,HUN1963
5845,,HUN1964
5846,,HUN1965
5847,,HUN1966
5848,,HUN1967
5849,,HUN1968
5850,,HUN1969
5851,,HUN1970
5852,,HUN1971
5853,,HUN1972
5854,,HUN1973
5855,,HUN1974
5856,,HUN1975
5857,,HUN1976
5858,,HUN1977
5859,,HUN1978
5860,,HUN1979
5861,,HUN1980
5862,,HUN1981
5863,,HUN1982
5864,,HUN1983
5865,,HUN1984
5866,,HUN1985
5867,,HUN1986
5868,,HUN1987
5869,,HUN1988
5870,,HUN1989
5871,,HUN1990
5872,91826530508.10901,HUN1991
5873,89012800008.8163,HUN1992
5874,88499989686.1736,HUN1993
5875,91108221165.2966,HUN1994
5876,92465301329.2829,HUN1995
5877,92478389591.116,HUN1996
5878,95567319086.4533,HUN1997
5879,99615405209.7316,HUN1998
5880,102790044926.16199,HUN1999
5881,107116662868.959,HUN2000
5882,111230489494.696,HUN2001
5883,116267235099.967,HUN2002
5884,120741918770.18301,HUN2003
5885,126784952825.157,HUN2004
5886,132348549363.81099,HUN2005
5887,137445520919.15698,HUN2006
5888,138043081318.142,HUN2007
5889,139224057876.112,HUN2008
5890,130035306170.64699,HUN2009
5891,130922638689.071,HUN2010
5892,133092887526.21901,HUN2011
5893,130921605718.041,HUN2012
5894,133662635657.16699,HUN2013
5895,139309419213.17,HUN2014
5896,144235993004.693,HUN2015
5897,147525724288.17,HUN2016
5898,153628957825.057,HUN2017
5899,,HUN2018
5900,2098947780805.55,IBD1960
5901,2152302025303.75,IBD1961
5902,2231928410161.43,IBD1962
5903,2337031211320.47,IBD1963
5904,2519788687688.37,IBD1964
5905,2659583759210.78,IBD1965
5906,2791962914271.0,IBD1966
5907,2919558362262.44,IBD1967
5908,3119916037207.05,IBD1968
5909,3350517979474.8,IBD1969
5910,3600581303053.08,IBD1970
5911,3828787700273.41,IBD1971
5912,4088320561063.26,IBD1972
5913,4395561066350.85,IBD1973
5914,4651499640743.8,IBD1974
5915,4851784086872.57,IBD1975
5916,5178814466770.64,IBD1976
5917,5396993470821.5,IBD1977
5918,5570405524232.45,IBD1978
5919,5803606591249.69,IBD1979
5920,6037172827666.96,IBD1980
5921,6154430937790.06,IBD1981
5922,6316039434606.78,IBD1982
5923,6390284615661.24,IBD1983
5924,6677913599813.94,IBD1984
5925,6966130936426.85,IBD1985
5926,7262784548866.76,IBD1986
5927,7609686627244.88,IBD1987
5928,7892669962358.54,IBD1988
5929,8118603964769.44,IBD1989
5930,8283001571079.09,IBD1990
5931,8365538991319.31,IBD1991
5932,8440559041837.75,IBD1992
5933,8693209976220.09,IBD1993
5934,8922449037711.29,IBD1994
5935,9256127904368.52,IBD1995
5936,9709820723768.59,IBD1996
5937,10199011511532.0,IBD1997
5938,10405381240437.2,IBD1998
5939,10734160014474.5,IBD1999
5940,11338344069856.2,IBD2000
5941,11709893901361.4,IBD2001
5942,12191916711929.4,IBD2002
5943,12846069771303.8,IBD2003
5944,13832551914118.5,IBD2004
5945,14785169250029.3,IBD2005
5946,15956088938100.5,IBD2006
5947,17309938621880.3,IBD2007
5948,18270023380204.3,IBD2008
5949,18639388799097.5,IBD2009
5950,20004793675618.3,IBD2010
5951,21219979417866.8,IBD2011
5952,22286590889829.9,IBD2012
5953,23392151669580.2,IBD2013
5954,24392326011427.1,IBD2014
5955,25318072786988.5,IBD2015
5956,26384131278144.6,IBD2016
5957,27683222330309.3,IBD2017
5958,,IBD2018
5959,2350596815154.23,IBT1960
5960,2406462127484.85,IBT1961
5961,2500624823738.04,IBT1962
5962,2619771948028.3,IBT1963
5963,2815337099187.52,IBT1964
5964,2968709535529.72,IBT1965
5965,3102156011355.59,IBT1966
5966,3216060715724.63,IBT1967
5967,3426288000409.44,IBT1968
5968,3687294436112.53,IBT1969
5969,3977422590018.0,IBT1970
5970,4231318792434.62,IBT1971
5971,4495233088734.2,IBT1972
5972,4818822689224.88,IBT1973
5973,5108345536482.29,IBT1974
5974,5301304542629.66,IBT1975
5975,5654276059754.72,IBT1976
5976,5893676472457.84,IBT1977
5977,6067639470339.16,IBT1978
5978,6319104122593.74,IBT1979
5979,6568849243691.96,IBT1980
5980,6676791289965.28,IBT1981
5981,6834815243922.14,IBT1982
5982,6899783929040.23,IBT1983
5983,7193668056033.36,IBT1984
5984,7503178759025.49,IBT1985
5985,7815102667645.0,IBT1986
5986,8180469874406.91,IBT1987
5987,8488793858973.35,IBT1988
5988,8730400922752.33,IBT1989
5989,8919226062348.08,IBT1990
5990,9011201988015.79,IBT1991
5991,9097666428015.83,IBT1992
5992,9354639643813.91,IBT1993
5993,9588332547453.01,IBT1994
5994,9944176326327.81,IBT1995
5995,10430833282136.8,IBT1996
5996,10944037681131.2,IBT1997
5997,11173995815933.1,IBT1998
5998,11525187728724.9,IBT1999
5999,12160901825105.7,IBT2000
6000,12568999589252.3,IBT2001
6001,13100992929223.7,IBT2002
6002,13801671613046.0,IBT2003
6003,14853951876391.7,IBT2004
6004,15873494327541.0,IBT2005
6005,17114104977782.8,IBT2006
6006,18544577584229.7,IBT2007
6007,19570741675889.3,IBT2008
6008,20006202540885.3,IBT2009
6009,21457717222656.8,IBT2010
6010,22741588997687.6,IBT2011
6011,23887342236016.5,IBT2012
6012,25086961689247.7,IBT2013
6013,26183152243563.4,IBT2014
6014,27184219041045.7,IBT2015
6015,28308970934128.0,IBT2016
6016,29690761615759.3,IBT2017
6017,,IBT2018
6018,243295097624.249,IDA1960
6019,246014736912.608,IDA1961
6020,259710027693.725,IDA1962
6021,273184914689.132,IDA1963
6022,286223322969.699,IDA1964
6023,299579737721.07,IDA1965
6024,301554419509.547,IDA1966
6025,289958205381.235,IDA1967
6026,300388854499.859,IDA1968
6027,329642289726.188,IDA1969
6028,367810861920.738,IDA1970
6029,392761284629.392,IDA1971
6030,398599436422.93896,IDA1972
6031,415640348076.841,IDA1973
6032,447953852026.584,IDA1974
6033,442743100447.04297,IDA1975
6034,468627012000.709,IDA1976
6035,489451899125.688,IDA1977
6036,491201779390.823,IDA1978
6037,509449961867.095,IDA1979
6038,525812290281.247,IDA1980
6039,518089905665.37604,IDA1981
6040,516277095213.476,IDA1982
6041,508775839481.991,IDA1983
6042,516955957797.89703,IDA1984
6043,538413744882.471,IDA1985
6044,554713721094.112,IDA1986
6045,574398435002.587,IDA1987
6046,599307292160.848,IDA1988
6047,615284238179.599,IDA1989
6048,640190632830.763,IDA1990
6049,649908016657.182,IDA1991
6050,661827228069.852,IDA1992
6051,665135382423.032,IDA1993
6052,668817257630.78,IDA1994
6053,690907720288.907,IDA1995
6054,723961692279.981,IDA1996
6055,747309704965.01,IDA1997
6056,771509863704.0609,IDA1998
6057,793890075213.177,IDA1999
6058,824661858218.1659,IDA2000
6059,861880633403.979,IDA2001
6060,912879623530.379,IDA2002
6061,959487783456.388,IDA2003
6062,1025174708761.71,IDA2004
6063,1092175285882.71,IDA2005
6064,1161280151141.53,IDA2006
6065,1237011795191.29,IDA2007
6066,1303093173016.86,IDA2008
6067,1371385932986.02,IDA2009
6068,1457073831890.33,IDA2010
6069,1524955034807.41,IDA2011
6070,1604412741326.89,IDA2012
6071,1699467367544.98,IDA2013
6072,1796991746006.56,IDA2014
6073,1872829120780.43,IDA2015
6074,1931037766880.23,IDA2016
6075,2013577315066.58,IDA2017
6076,,IDA2018
6077,101949758654.511,IDB1960
6078,103236039001.06099,IDB1961
6079,107673715486.28,IDB1962
6080,116170333169.902,IDB1963
6081,122112406267.563,IDB1964
6082,128970232426.415,IDB1965
6083,128040223658.598,IDB1966
6084,116575867987.556,IDB1967
6085,118805910151.505,IDB1968
6086,138667781108.106,IDB1969
6087,164651633548.005,IDB1970
6088,182817659275.464,IDB1971
6089,190105668217.69397,IDB1972
6090,200776532874.935,IDB1973
6091,218782291913.381,IDB1974
6092,213659127379.50897,IDB1975
6093,227583032811.167,IDB1976
